VALVESIZE,FIGNO,LIFT,STMDIA,PITCH,LEAD,PACKLOAD,PORT DIA,HDWLDIA,VALFACT,MAX DP,VALMFG,WGT,Notes
1,GY08,0.709,0.625,0.13,0.13,1000,0.69,3.94,1.1,1975,14,,
1.5,GY08,1.024,0.625,0.13,0.125,1000,1.1,5.51,1.1,1975,14,,
2,GY08,1.3125,0.875,0.17,0.17,1000,1.26,5.51,1.1,1975,14,,
0.5,GY26,0.394,0.625,0.13,0.13,1000,0.39,5.51,1.1,6610,14,,
0.75,GY26,0.63,0.75,0.17,0.17,1000,0.51,7.87,1.1,6610,14,,
1,GY26,0.787,0.75,0.17,0.17,1000,0.71,7.87,1.1,6610,14,,
1.5,GY26,1.181,0.875,0.17,0.17,1000,0.98,10.24,1.1,6610,14,,
2,GY26,1.26,1,0.2,0.2,1000,1.33,13.77,1.1,6610,14,,
2,GY16,1.375,0.875,0.166666667,0.166666667,1000,1.69,,1.1,3705,14,,
1,GL26,0.787,0.75,0.167,0.167,1000,0.71,7.87,1.1,6610,14,21.3,
48,1503,48,3.75,0.25,0.5,4000,48,,0.3,28,22,,
24,1603,23.58,2.875,0.25,0.5,4000,22,,0.3,1480,17,,
24,1903,22.75,4,0.5,1,4000,21,,0.3,2220,17,,
10,1403,7.25,2.875,0.33333333,0.666666667,4000,5,,0.3,11110,17,,
8,3031,2.8,1.5,0.25,0.25,1500,8,,1.1,740,17,,
12,1107,11.25,2.75,0.33333333,0.666666667,4000,10.36,,0.2,3705,17,,
4,1207,3.5,1.375,0.25,0.25,1500,2.88,,0.2,6170,17,,
16,1607,15.75,2.375,0.33333333,0.666666667,2500,14.77,,0.2,1480,17,,
18,1607,17.5,2.5,0.33333333,0.666666667,2500,16.5,,0.2,1480,17,,
2,GYL5,1.75,0.875,0.166666667,0.166666667,1000,1.69,,1.1,3705,14,,
1.5,GYL5,1.5,0.875,0.166666667,0.167,1000,1.122,10.24,1.1,3705,14,,
10,1207,8.6,2.875,0.33333333,0.666666667,4000,7.25,,0.2,6170,17,,
16,1207,13,3.875,0.5,1,4000,10.866,,0.2,6170,17,,
6,6003,6.813,1.5,0.166666667,0.33333333,1000,6,22,0.3,1480,22,720,
8,6003,9.125,1.625,0.2,0.4,2500,8,22,0.3,1480,22,1070,
4,1131Y,1.77,1.75,0.25,0.25,2500,3.622,,1.1,3705,17,,
12,1631Y,4.134,2.375,0.33333333,0.33333333,2500,11.75,,1.1,1480,17,,
10,1931Y,3.3,3.5,0.5,0.5,4000,9.37,,1.1,2220,17,,
4,135003,3.875,1.375,0.25,0.25,1500,2.4,,0.3,8640,17,,
4,1403,3.5,1.375,0.25,0.25,1500,2.1,,0.3,11110,17,,
6,1203,6,1.875,0.25,0.25,2500,4.4,,0.3,6170,17,,
6,1403,4.75,1.875,0.25,0.25,2500,3.25,,0.3,11110,17,,
8,1403,6,2.375,0.33333333,0.33333333,2500,4.1,,0.3,11110,17,,
14,135003,9.75,3.5,0.5,0.5,4000,8.1,,0.3,8640,17,,
16,135003,12.6,4.875,0.5,1,5000,10.51,,0.3,8640,17,,
16,1403,9.375,3.875,0.5,0.5,4000,7.4,,0.3,11110,17,,
3,135031Y,1.1,1.75,0.25,0.25,2500,1.9,,1.1,8640,17,,
6,1231Y,1.75,2.75,0.33333333,0.33333333,4000,4.4,,1.1,6170,17,,
6,135031Y,1.6,2.75,0.33333333,0.33333333,4000,3.7,,1.1,8640,17,,
6,1431Y,1.6,2.75,0.33333333,0.33333333,4000,3.25,,1.1,11110,17,,
8,1431Y,2,3.5,0.5,0.5,4000,4.1,,1.1,11110,17,,
10,1431Y,2.4,4.25,0.5,0.5,5000,5,,1.1,11110,17,,
6,2467,6.61,1.25,0.2,0.4,1500,6,,0.3,720,16,,
12,1231,,4.5,0.5,0.5,5000,7.8,,1.1,6170,17,,
4,1631Y,1.929,1.375,0.25,0.25,1500,4.016,,1.1,1440,17,,
4,1531,1.57,1.125,0.2,0.2,1500,4,11.8,1.1,285,17,,
4,1103,4.405511811,1.375,0.25,0.25,1500,3.622047244,,0.3,3705,17,,
6,1103,6.25,1.75,0.25,0.25,2500,5.393700787,,0.3,3705,17,,
8,1103,8.125,2.125,0.333333333,0.666666667,2500,7.007874016,,0.3,3705,17,,
4,1284Y,1.3,2.125,0.333333333,0.333333333,2500,2.874015748,,1.1,6170,17,,
18,1284Y,11,5,0.5,0.5,5000,12.28346457,,1.1,6170,17,,
4,1303,4.5,1.375,0.25,0.25,1500,3.622047244,,0.3,3705,17,,
24,6007,24.25,3,0.25,0.5,2500,23.18897638,,0.2,1480,17,,
24,1607,23.6,3,0.25,0.5,2500,22,,0.2,1480,17,,
24,1684Y,17,6,0.5,1,5000,22.00787402,,1.1,1480,17,,
4,6084y,3,1.375,0.25,0.25,1500,4.015748031,,1.1,1480,17,,
4,1684Y,3,1.375,0.25,0.25,1500,4.015748031,,1.1,1480,17,,
36,3003,36,3.25,0.25,0.5,4000,34.5,,0.3,740,22,,
20,1607,19.76,2.75,0.33333333,0.666666667,4000,18.27,,0.2,1480,17,,
14,1207,10.75,3.5,0.5,1,4000,9.5,,0.2,6170,17,,
30,6003,28.9,3.5,0.5,1,4000,27.36,,0.3,1480,18,,
30,6003,29.15,3.5,0.5,1,4000,27.36,,0.3,1480,17,,
0.5,1983,0.375,0.4375,0.083333333,0.083333333,1000,0.5,3,1.1,1440,1,,
0.75,1983,0.5,0.5,0.1,0.1,1000,0.75,3.5,1.1,1440,1,,
1,1983,0.5,0.5625,0.125,0.125,1000,1,5,1.1,1440,1,,
1.25,1983,0.625,0.6875,0.142285714,0.142285714,1000,1.25,6,1.1,1440,1,,
20,1203,16,4.5,0.5,1,5000,13.5,,0.3,6170,25,,
30,3003,31,3,0.5,1,4000,29,,0.4,740,99,,
16,1203,13,3.875,0.5,1,4000,10.866,,0.3,6170,17,,
2.5,1231Y,2,1.75,0.25,0.25,2500,1.87,,1.1,6170,17,,
6,1984Y,1.85,2.125,0.33333333,0.33333333,1500,5.75,,1.1,2220,17,,
3,1203,2.69,1.25,0.2,0.2,1500,2.44,,0.3,6170,17,,
2.5,3031,1,0.875,0.166666667,0.166666667,1000,2.52,10,1.1,740,17,,
6,1207,6,1.875,0.25,0.25,2500,4.4,,0.2,6170,17,,
10,1203,8.6,2.875,0.33333333,0.666666667,4000,7.25,,0.3,6170,17,,
3,1431Y,1.3,2.125,0.33333333,0.33333333,2500,1.65,,1.1,11110,17,,
2.5,6031,1.25,1.125,0.2,0.2,1500,2.52,,1.1,1480,17,,
18,1207,14.61,3.75,0.25,0.5,4000,12.25,,0.2,6705,17,,
12,1203,9.92,3.25,0.5,1,4000,8.622,,0.3,6170,17,,
10,3033,3.594,2.375,0.25,0.25,2500,10,26,1.1,740,1,,
10,1607,10.5,1.875,0.25,0.5,2500,9.75,,0.2,1480,25,,
10,1603,10.5,1.875,0.25,0.5,2500,9.75,,0.3,1480,25,,
8,1203,6.5,2.375,0.25,0.5,2500,5.25,,0.3,6170,25,,
28,1603,27,3.375,0.25,0.5,4000,25.5,,0.3,1480,25,,
28,1607,27,3.375,0.25,0.5,4000,25.5,,0.2,1480,25,,
28,1103,25,4,0.25,0.5,4000,23,,0.3,3705,25,,
28,1107,25,4,0.25,0.5,4000,23,,0.2,3705,25,,
16,1207,13,3.875,0.25,0.5,4000,10.87,,0.2,6170,25,,
16,1203,13,3.875,0.25,0.5,4000,10.87,,0.3,6170,25,,
24,1103,21,4,0.25,0.5,4000,19.65,,0.3,3705,25,,
26,1607,25,3.375,0.25,0.5,4000,23.75,,0.2,1480,25,,
14,6003,13.6,2.25,0.25,0.5,2500,12.83,,0.3,1480,22,,
16,6003,15.8,2.375,0.25,0.5,2500,14.72,,0.3,1480,22,,
18,6003,17.5,2.5,0.25,0.5,2500,16.5,,0.3,1480,22,,
20,6003,19,2.75,0.25,0.5,4000,18.23,,0.3,1480,22,,
24,6003,22.75,3,0.25,0.5,4000,22,,0.3,1480,22,,
22,6003,21.5,2.875,0.25,0.5,4000,20.1,,0.3,1480,22,,
1.5,1503,2,0.75,0.125,0.25,1000,1.5,4.5,0.3,285,1,,
20,1603,20,2.75,0.25,0.5,4000,18.25,,0.3,1480,25,,
20,6007,19,2.75,0.25,0.5,4000,18.27,,0.2,1480,25,,
6,1603,6.9,1.5,0.25,0.25,1500,6,,0.3,1480,17,,
6,1607,6.9,1.5,0.25,0.25,1500,6,,0.2,1480,17,,
8,1603,9.25,1.625,0.25,0.25,2500,7.875,,0.3,1480,17,,
8,1607,9.25,1.625,0.25,0.25,2500,7.875,,0.2,1480,17,,
12,1603,13,2,0.25,0.5,2500,11.75,,0.3,1480,17,,
12,1607,13,2,0.25,0.5,2500,11.75,,0.2,1480,17,,
5,1503,6.75,1.125,0.2,0.4,1500,6,12,0.3,285,1,190,
30,3003,31,3,0.25,0.5,4000,29,,0.4,740,22,,
14,9003,15,2.375,0.25,0.5,2500,12.25,,0.3,2220,17,,
2,1531,1.3,0.75,0.166666667,0.166666667,1000,2,7.875,1.1,285,17,,
12,3007,13,1.625,0.25,0.25,1500,12,,0.2,740,17,,
6,6007,7,1.5,0.25,0.25,1500,6,,0.2,1480,17,,
14,1531,5,2,0.25,0.25,2500,13.25,,1.1,285,25,,
16,1531,5.75,2.125,0.33333333,0.33333333,2500,15.25,,1.1,285,25,,
8,1107,8.25,2.125,0.33333333,0.666666667,2500,7,,0.2,3705,17,,
12,1207,10,3.25,0.5,1,4000,8.625,,0.2,6170,17,,
3,1207,3.25,1.25,0.2,0.2,1500,2.44,,0.2,6170,17,,
4,6007,5,1.125,0.2,0.2,1500,4,,0.2,1480,17,,
10,1203,8.6,2.875,0.25,0.5,4000,7.25,,0.3,6170,25,,
18,1903,18.43,3,0.25,0.5,4000,15.75,,0.3,2220,25,,
20,1207,16,4,0.25,0.5,4000,13.5,,0.2,6170,25,,
8,1303,8,2.125,0.25,0.5,2500,7,,0.3,3705,25,,
14,1303,12.5,3,0.25,0.5,4000,11.37,,0.3,3705,25,,
2,ANL5,1.339,0.875,0.167,0.167,1000,1.48,10.24,1.1,3705,14,75.9,
14,1207,10.75,3.5,0.25,0.5,4000,9.5,,0.2,6170,25,,
8,1103,8.125,2.125,0.25,0.5,2500,7.007874016,,0.3,3705,25,,
12,1203,9.92,3.25,0.25,0.5,4000,8.622,,0.3,6170,25,,
2.5,1203,2.5,1.25,0.2,0.2,1000,1.875,,0.3,6170,25,,
3,6003,3.27,1.125,0.2,0.2,1500,3,,0.3,1480,21,,
3,2467,3.27,0.875,0.166666667,0.166666667,1000,3,,0.3,740,21,,
4,6031,1.024,1.25,0.2,0.2,1500,4,,1.1,1480,21,,
4,2447,1.024,1,0.2,0.2,1000,4,,1.1,720,21,,
24,1684,7.5,5.5,0.5,0.5,5000,22,,1.1,1480,25,,
4,1684,1.4,1.375,0.25,0.25,1500,4,,1.1,1480,17,,
18,1203,13.5,4,0.5,0.5,4000,12.25,,0.3,6170,25,,
3,1931,,1.62,0.25,0.25,2500,2.6,,1.1,2220,17,,
18,1107,16,3.25,0.25,0.5,4000,14.625,,0.2,3705,25,,
2.5,1107,3,1.125,0.2,0.2,1500,2.25,,0.2,3705,17,,
2,1107,2.25,1,0.2,0.2,1000,1.87,,0.2,3705,17,,
12,6031,3.5,2.375,0.33333333,0.33333333,4000,11,,1.1,1480,17,,
10,1203,8.25,2.875,0.25,0.5,4000,7.25,,0.3,6170,22,,
16,3084Y,5.5,2.75,0.33333333,0.33333333,4000,13.8,,1.1,740,25,,
40,1503,40,3.25,0.25,0.5,4000,38.25,,0.3,285,22,,
1.5,GL16,1.024,0.875,0.166666667,0.166666667,1000,1.14,5.51,1.1,3705,14,25.1,
1.5,GL26,1.181,0.875,0.167,0.167,1000,0.98,10.24,1.1,6610,14,59,
3,1231,1.06,1.75,0.25,0.25,2500,2.25,,1.1,6170,17,,
3,1431,0.75,2.25,0.25,0.25,2500,1.75,,1.1,11110,25,,
10,1903,10.25,2.125,0.25,0.5,2500,9.37,,0.3,2220,25,,
2.5,2456,2.625,0.8125,0.142285714,0.285714286,1000,2.375,,0.3,275,1,,
4,1231Y,3.7,1.375,0.25,0.25,4000,2.875,,1.1,6170,22,,
6,1907,6.5,1.625,0.25,0.5,2500,5.75,,0.2,2220,25,,
10,1507,10.5,1.375,0.25,0.5,1500,10,,0.2,285,17,,
30,1584,9,4,0.33333333,0.33333333,4000,29.25,,1.1,285,17,,
10,6031,2.1875,2.375,0.33333333,0.33333333,2500,10.75,,1.1,1480,17,,
20,1203,16,4.5,0.5,1,5000,13.5,,0.3,6170,22,,
20,1203,16,4,0.25,0.5,4000,13.5,,0.3,6170,26,,
16,1103,16,3,0.25,0.5,4000,13,,0.3,3705,25,,
14,1103,12.5,3,0.25,0.5,4000,11.37,,0.3,3705,25,,
1,GYL5,1,0.625,0.125,0.125,1000,0.75,6.89,1.1,3705,14,20.5,
1,GY25,1,0.75,0.167,0.167,1000,0.71,7.87,1.1,6170,14,21.3,
12,1103,11.5,2.75,0.25,0.5,4000,10.37,,0.3,3705,25,,
54,1503,55,4.25,0.25,0.5,4000,53,,0.3,285,30,,
20,1584,7.25,2.5,0.25,0.5,2500,19.25,,1.1,285,25,,
20,1607,19.76,2.75,0.25,0.5,4000,18.27,,0.2,1480,25,,
10,1631,3.7,2.375,0.33333333,0.33333333,2500,9.75,,1.1,1480,17,,
12,1631,4.5,2.375,0.33333333,0.33333333,2500,11.75,,1.1,1480,17,,
20,1203,,5,0.5,1,5000,13.5,,0.3,6170,17,,
8,1131,4,3.25,0.25,0.25,4000,7,,1.1,3705,1,,
24,1903,23,3.5,0.25,0.5,4000,21,,0.3,2220,25,,
2,2447,,0.75,0.142285714,0.142285714,1000,2,,1.1,720,1,,
2.5,1531,1.5,0.875,0.166666667,0.166666667,1000,2.5,9.5,1.1,285,17,,
8,1207,6.5,2.375,0.33333333,0.666666667,1500,5.25,,0.2,6170,25,,
8,1203,7,2.375,0.33333333,0.666666667,2500,5.75,,0.3,6170,17,,
0.75,GA08,0.6102362,0.375,0.125,0.125,1000,0.511811,,0.3,1975,27,,
1,GA08,0.8071,0.625,0.125,0.125,1000,0.708661,,0.3,1975,27,,
1.5,GA08,1.279527,0.625,0.125,0.125,1000,1.14173,,0.3,1975,27,,
2,GA08,1.5945,0.625,0.125,0.125,1000,1.4488,,0.3,1975,27,,
0.75,GA15,0.61023622,0.4375,0.125,0.125,1000,0.511811,,0.3,3705,27,,
1,GA15,0.8070866,0.625,0.125,0.125,1000,0.708661,,0.3,3705,27,,
1.5,GA15,1.2795,0.625,0.125,0.125,1000,1.14173,,0.3,3705,27,,
2,GA15,1.59448,0.75,0.125,0.125,1000,1.4488,,0.3,3705,27,,
0.75,GL08,0.43307,0.4375,0.125,0.125,1000,0.511811,,1.1,1975,27,,
1,GL08,0.6496,0.5,0.125,0.125,1000,0.688976,,1.1,1975,27,,
1.5,GL15,0.82677165,0.75,0.125,0.125,1000,1.122047,,1.1,3705,27,,
6,1103,6.1,1.75,0.25,0.5,2500,5.37,,0.3,3705,22,,
3,1107,3.4,1.25,0.2,0.4,1500,3,,0.2,3705,25,,
32,1503,33,2.75,0.25,0.5,4000,31.25,,0.3,285,22,,
42,6003,41,5,0.5,1,5000,38,,0.3,1480,22,,
36,6003,35,4,0.25,0.5,4000,33,,0.3,1480,22,,
30,6003,30,3.5,0.25,0.5,4000,27.37,,0.3,1480,22,,
10,1303,9.67,2.5,0.25,0.5,2500,8.74,,0.3,3705,25,,
20,1907,18.75,3,0.25,0.5,4000,17.5,,0.2,2220,25,,
16,2456,16.25,1.75,0.25,0.5,2500,15.25,,0.3,275,22,,
